X,Y,OBJECTID,RESOURCE_NAME,ADDRESS,CITY,STATE,ZIP,PHONE,MAP_NAME,DATE_GEOCODED,LONGITUDE,LATITUDE,COUNTY,GEO_ACCURACY
-105.090294,39.057509,128,Colorado Lions Camp and Conference Center,28541 Hwy 67 North,Woodland Park,CO,80866,719.687.2087,Brain Injury Resources,August 2014,-105.090294,39.057509,TELLER COUNTY,MATCH
-104.775286,40.407964,129,The Buzz Coffee & Gelato Shop - Support Group,"1923 59th Ave., #135",Greeley,CO,80634,970.330.5326,Brain Injury Resources,August 2014,-104.775286,40.407964,WELD COUNTY,MATCH
-104.725267,40.395752,130,Greeley Center for Independence - Support Group,2774 Reservoir Rd.,Greeley,CO,80634,970.506.0008,Brain Injury Resources,August 2014,-104.725267,40.395752,WELD COUNTY,MATCH
-104.770811,39.986991,131,Adams School District 27J Brighton,18551 E. 160th Ave.,Brighton,CO,80601,303.655.2924,Child Find,August 2014,-104.770811,39.986991,ADAMS COUNTY,MATCH
-104.926587,39.805695,132,Adams School District 14 Commerce City,5291 E. 60th Ave.,Commerce City,CO,80022,720.322.8119,Child Find,August 2014,-104.926587,39.805695,ADAMS COUNTY,MATCH
-104.996495,39.88191,133,Adams 12 Five Star Schools,10290 Huron,Denver,CO,80260,720.972.6004,Child Find,August 2014,-104.996495,39.88191,ADAMS COUNTY,MATCH
-104.943897,39.861141,134,Adams School District 1 Mapleton,9150 Monroe St.,Thornton,CO,80229,720.972.6004,Child Find,August 2014,-104.943897,39.861141,ADAMS COUNTY,MATCH
-105.029408,39.842589,135,Adams School District 50 Westminster,8030 Irving St.,Westminster,CO,80031,720.542.4520,Child Find,August 2014,-105.029408,39.842589,ADAMS COUNTY,MATCH
-105.86682,37.449047,136,San Luis BOCES,2261 Enterprise Dr.,Alamosa,CO,81101,719.587.5428,Child Find,August 2014,-105.86682,37.449047,ALAMOSA COUNTY,MATCH
-104.804364,39.719768,137,Adams-Arapahoe School District 28J Aurora,15701 E. 1st Ave.,Aurora,CO,80011,303.340.0510 ext. 28430,Child Find,August 2014,-104.804364,39.719768,ARAPAHOE COUNTY,MATCH
-104.803653,39.579566,138,"Arapahoe School District 5 Cherry Creek, Red Hawk Ridge Elementary",16251 E. Geddes Ave.,Centennial,CO,80016,720.886.3207,Child Find,August 2014,-104.803653,39.579566,ARAPAHOE COUNTY,CORRECTED
-105.034475,39.644207,139,Arapahoe School District 2 Sheridan,4000 S. Lowell Blvd.,Denver,CO,80236,720.833.6636,Child Find,August 2014,-105.034475,39.644207,ARAPAHOE COUNTY,MATCH
-104.996167,39.645939,140,Arapahoe School District 1 Englewood,700 W. Mansfield Ave.,Englewood,CO,80110,303.806.2527,Child Find,August 2014,-104.996167,39.645939,ARAPAHOE COUNTY,MATCH
-105.008981,39.611676,141,Arapahoe School District 6 Littleton,5776 S. Crocker St.,Littleton,CO,80120,303.347.3469,Child Find,August 2014,-105.008981,39.611676,ARAPAHOE COUNTY,MATCH
-105.270546894,40.0149841615001,142,Boulder School District RE-2 Boulder Valley,PO Box 9011,Boulder,CO,80301,720.561.5078,Child Find,August 2014,-105.270546894,40.0149841615,BOULDER COUNTY,CORRECTED
-105.113016,40.149636,143,Boulder School District RE-1J Vrain Valley,830 S. Lincoln St.,Longmont,CO,80501,303.772.7700,Child Find,August 2014,-105.113016,40.149636,BOULDER COUNTY,MATCH
-106.131135895,38.8422121614001,144,Mountain BOCES Chaffee County R-31Buena Vista,PO Box 2017,Buena Vista,CO,81211,719.395.7029,Child Find,August 2014,-106.131135895,38.8422121614,CHAFFEE COUNTY,CORRECTED
-105.992544,38.526831,145,Mountain BOCES Chaffee County R-32 (J) Salida,516 Teller St.,Salida,CO,81201,719.530.5375,Child Find,August 2014,-105.992544,38.526831,CHAFFEE COUNTY,MATCH
-105.513609894,39.7424911616001,146,Mt. Evans BOCES School District Clear Creek RE-1,PO Box 3339,Idaho Springs,CO,80452,303.769.7515,Child Find,August 2014,-105.513609894,39.7424911616,CLEAR CREEK COUNTY,CORRECTED
-108.061188,38.733619,147,Delta School District 50J Delta,1002 Hastings,Delta,CO,81416,970.874.7607,Child Find,August 2014,-108.061188,38.733619,DELTA COUNTY,MATCH
-104.983415,39.730576,148,Denver School District 1 Denver,"900 Grant St., 2nd Floor",Denver,CO,80203,720.423.2073,Child Find,August 2014,-104.983415,39.730576,DENVER COUNTY,MATCH
-104.85867,39.402317,149,Douglas School District RE-1 Castle Rock,3950 Trail Boxx Lane,Castle Rock,CO,80104,303.387.0803,Child Find,August 2014,-104.85867,39.402317,DOUGLAS COUNTY,MATCH
-106.828653895,39.6552631618,150,Eagle County RE 50,PO Box 740,Eagle,CO,81631,970.328.3750,Child Find,August 2014,-106.828653895,39.6552631618,EAGLE COUNTY,CORRECTED
-104.812302,38.848763,151,El Paso School District 11 Colorado Springs,1115 N. El Paso,Colorado Springs,CO,80903,719.328.3142,Child Find,August 2014,-104.812302,38.848763,EL PASO COUNTY,MATCH
-104.849451,38.798814,152,El Paso School District 12 Cheyenne Mountain,1201 W. Cheyenne Rd.,Colorado Springs,CO,80906,719.475.6140 ext. 17,Child Find,August 2014,-104.849451,38.798814,EL PASO COUNTY,MATCH
-104.750316,38.791713,153,El Paso School District 2 Harrison,2880 Ferber Dr.,Colorado Springs,CO,80916,n/a,Child Find,August 2014,-104.750316,38.791713,EL PASO COUNTY,MATCH
-104.770067,38.979563,154,El Paso School District 20 Academy,110 Chapel Hills Dr.,Colorado Springs,CO,80920,719.234.1755,Child Find,August 2014,-104.770067,38.979563,EL PASO COUNTY,MATCH
-104.745533,38.761176,155,El Paso School District 3 Widefield,209 Leta Dr.,Colorado Springs,CO,80911,719.391.3378,Child Find,August 2014,-104.745533,38.761176,EL PASO COUNTY,MATCH
-104.663874,38.94168,156,El Paso School District 49 Falcon,7545 Mohawk Rd.,Colorado Springs,CO,80908,719.494.8751,Child Find,August 2014,-104.663874,38.94168,EL PASO COUNTY,MATCH
-104.686092,38.675284,157,El Paso School District 8 Fountain,10665 Jimmy Camp Rd.,Colorado Springs,CO,80817,719.538.8888,Child Find,August 2014,-104.686092,38.675284,EL PASO COUNTY,CORRECTED
-104.795001,38.795943,158,Pikes Peak BOCES,2883 S. Circle Dr.,Colorado Springs,CO,80906,719.570.7474,Child Find,August 2014,-104.795001,38.795943,EL PASO COUNTY,MATCH
-104.914454,38.855948,159,Ute Pass BOCES,110 Pawnee Ave.,Manitou Springs,CO,80829,719.685.2166,Child Find,August 2014,-104.914454,38.855948,EL PASO COUNTY,MATCH
-104.872755895,39.0916651617001,160,El Paso School District 38 Lewis Palmer,PO Box 40,Monument,CO,80132,719.757.1435 ext. 10610,Child Find,August 2014,-104.872755895,39.0916651617,EL PASO COUNTY,CORRECTED
-104.596914894,39.3602701612,161,East Central BOCES,PO Box 610,Elizabeth,CO,80107,303.646.6716,Child Find,August 2014,-104.596914894,39.3602701612,ELBERT COUNTY,CORRECTED
-105.215645,38.453643,162,"Canon City, RE1 & Fremont RE-2",490 N. Diamond,Canon City,CO,81212,719.276.6174,Child Find,August 2014,-105.215645,38.453643,FREMONT COUNTY,MATCH
-107.325148,39.539334,163,Mountain BOCES School District Roaring Fork RE-1,1405 Grand Ave.,Glenwood Springs,CO,81601,970.384.6006,Child Find,August 2014,-107.325148,39.539334,GARFIELD COUNTY,MATCH
-107.540191,39.571528,164,Mountain BOCES Garfield RE-2,804 W. Main,New Castle,CO,81647,970.665.6802,Child Find,August 2014,-107.540191,39.571528,GARFIELD COUNTY,MATCH
-108.032549,39.4347728,165,Mountain BOCES Garfield 16,"460 Stone Quarry Rd., PO Box 68",Parachute,CO,81635,970.285.5702,Child Find,August 2014,-108.032549,39.4347728,GARFIELD COUNTY,CORRECTED
-105.51903,39.832639,166,Mt. Evans BOCES Gilpin County RE-1,10595 Hwy 119,Black Hawk,CO,80403,303.582.3444 ext. 3139,Child Find,August 2014,-105.51903,39.832639,GILPIN COUNTY,MATCH
-106.93327,38.552291,167,Gunnison Watershed RE1-J,800 North Blvd.,Gunnison,CO,81230,970.641.7770,Child Find,August 2014,-106.93327,38.552291,GUNNISON COUNTY,MATCH
-105.123907,39.730386,168,Jefferson County R-1,"809 Quali St., Bldg. 1, Room 113",Lakewood,CO,80215,303.982.2938,Child Find,August 2014,-105.123907,39.730386,JEFFERSON COUNTY,MATCH
-107.878527,37.276503,169,San Juan BOCES,201 E. 12th St.,Durango,CO,80301,970.247.3261 ext. 146,Child Find,August 2014,-107.878527,37.276503,LA PLATA COUNTY,MATCH
-106.294268,39.243813,170,Mountain BOCES Lake County R-1,107 Spruce St.,Leadville,CO,80461,719.293.4613,Child Find,August 2014,-106.294268,39.243813,LAKE COUNTY,MATCH
-105.49681,40.367756,171,Larimer School District R-3 Park/Estes Park,1505 Brodie Ave.,Estes Park,CO,80517,970.586.4439 ext. 3608,Child Find,August 2014,-105.49681,40.367756,LARIMER COUNTY,MATCH
-105.122462,40.589209,172,Larimer School District R-1 Poudre/Ft. Collins,2407 LaPorte Ave.,Fort Collins,CO,80521,970.490.3040,Child Find,August 2014,-105.122462,40.589209,LARIMER COUNTY,MATCH
-105.096878,40.383855,173,Larimer School District R-2J Thompson/Loveland,800 S. Taft Ave.,Loveland,CO,80537,970.613.5762,Child Find,August 2014,-105.096878,40.383855,LARIMER COUNTY,MATCH
-103.686968,39.26197,174,East Central BOCES,"820 2nd St., PO Box 910",Limon,CO,80828,719.775.2342 ext. 150,Child Find,August 2014,-103.686968,39.26197,LINCOLN COUNTY,MATCH
-103.196022,40.645475,175,"Logan School District RE-1 Valley/Sterling, Hagen Early Education Ctr",301 Hagen St.,Sterling,CO,80751,970.522.0432. ext. 2110,Child Find,August 2014,-103.196022,40.645475,LOGAN COUNTY,CORRECTED
-108.56583,39.074599,176,"Mesa School District 51/Grand Junction Valley, Hawthorne Bldg",410 Hill Ave.,Grand Junction,CO,81501,970.245.5405,Child Find,August 2014,-108.56583,39.074599,MESA COUNTY,MATCH
-107.547107,40.519275,177,Moffat School District RE-1 Craig,775 Yampa Ave.,Craig,CO,81625,970.826.4250,Child Find,August 2014,-107.547107,40.519275,MOFFAT COUNTY,MATCH
-107.876173,38.478315,178,Montrose School District RE-1J Montrose,"PO Box 10, Special Services Center",Montrose,CO,81402,970.249.2405 ext. 5643,Child Find,August 2014,-107.876173,38.478315,MONTROSE COUNTY,CORRECTED
-103.81129,40.254191,179,Centennial BOCES,821 W. Platte Ave.,Fort Morgan,CO,80701,970.867.8297 ext. 3120,Child Find,August 2014,-103.81129,40.254191,MORGAN COUNTY,MATCH
-103.791899,40.250053,180,Morgan School District RE-3 Ft. Morgan,300 Sherman St.,Fort Morgan,CO,80701,970.867.2998 ext. 40301,Child Find,August 2014,-103.791899,40.250053,MORGAN COUNTY,MATCH
-103.543824895,37.9850071618001,181,Santa Fe Trail BOCES,PO Box 980,La Junta,CO,81050,719.383.2623 ext. 218,Child Find,August 2014,-103.543824895,37.9850071618,OTERO COUNTY,CORRECTED
-107.764751,38.152492,182,Uncompahgre BOCS,"1115 W. Clinton, PO Box 728",Ridgeway,CO,81432,970.626.2977,Child Find,August 2014,-107.764751,38.152492,OURAY COUNTY,MATCH
-105.472845,39.456696,183,"Mt. Evan BOCES Park County, Platte Canyon 1",1737 Park County Rd. 43,Bailey,CO,80421,303.838.7666 ext. 1251,Child Find,August 2014,-105.472845,39.456696,PARK COUNTY,MATCH
-105.998179,39.223666,184,Mountain BOCES Park County R-2,"640 Hathaway St., PO Box 189",Fairplay,CO,80440,719.836.4416,Child Find,August 2014,-105.998179,39.223666,PARK COUNTY,MATCH
-102.630173,40.647135,185,Northeast Colorado BOCES,"301 W. Powell, PO Box 98",Haxtun,CO,80731,970.774.6152,Child Find,August 2014,-102.630173,40.647135,PHILLIPS COUNTY,MATCH
-106.846282,39.192877,186,Mountain BOCES Pitkin County Aspen 1,235 High School Rd.,Aspen,CO,81611,970.925.3760 ext. 505,Child Find,August 2014,-106.846282,39.192877,PITKIN COUNTY,MATCH
-102.61593,38.082947,187,Southeastern BOCES,"703 S. 3rd St., PO Box 1137",Lamar,CO,81052,719.336.9046 ext. 40 or ext. 25,Child Find,August 2014,-102.61593,38.082947,PROWERS COUNTY,MATCH
-104.632748,38.30731,188,Pueblo School District 60 Pueblo (Urban),2003 Northmoor Terrace,Pueblo,CO,81008,719.253.6016,Child Find,August 2014,-104.632748,38.30731,PUEBLO COUNTY,MATCH
-104.538353,38.2740638,189,Pueblo School District 70 Pueblo (Rural),24951 E. Hwy 50,Pueblo,CO,81006,719.542.1671,Child Find,August 2014,-104.538353,38.2740638,PUEBLO COUNTY,CORRECTED
-104.706368,38.318638,190,South Central BOCES,323 S. Purcell Blvd.,Pueblo West,CO,81007,719.647.0023,Child Find,August 2014,-104.706368,38.318638,PUEBLO COUNTY,MATCH
-108.808981,40.087673,191,Rio Blanco BOCES,"402 W. Main St., #135",Rangely,CO,81648,970.675.5738,Child Find,August 2014,-108.808981,40.087673,RIO BLANCO COUNTY,MATCH
-106.831713895,40.4849821619001,192,Northwest Colorado BOCES,PO Box 773390,Steamboat Springs,CO,80477,970.879.0391,Child Find,August 2014,-106.831713895,40.4849821619,ROUTT COUNTY,CORRECTED
-106.090558,39.582338,193,Mountain BOCES School District Summit RE-1,"150 School Rd., P.O. Box 7",Frisco,CO,80443,970.368.1022,Child Find,August 2014,-106.090558,39.582338,SUMMIT COUNTY,CORRECTED
-105.178314895,38.7466591616001,194,Ute Pass BOCES Cripple Creek-Victor RE-1,PO Box 897,Cripple Creek,CO,80813,719.689.3420,Child Find,August 2014,-105.178314895,38.7466591616,TELLER COUNTY,CORRECTED
-105.056931895,38.9938801615001,195,Ute Pass BOCES Woodland Park RE-2,PO Box 6790,Woodland Park,CO,80866,719.686-2028,Child Find,August 2014,-105.056931895,38.9938801615,TELLER COUNTY,CORRECTED
-104.768144,40.40581,196,Centennial BOCES,2020 Clubhouse Dr. #230,Greeley,CO,80634,970.352.7404 ext. 1129,Child Find,August 2014,-104.768144,40.40581,WELD COUNTY,MATCH
-104.70275,40.432198,197,"Weld School District 6 Greeley/Evans, Billie Martinez North",1460 2nd St.,Greeley,CO,80631,970.348.1885,Child Find,August 2014,-104.70275,40.432198,WELD COUNTY,CORRECTED
-104.522392,40.111093,198,"Weld School District RE-3J Kennesburg, Weld RE-8",99 W. Broadway,Kennesburg,CO,80643,303.857.7492,Child Find,August 2014,-104.522392,40.111093,WELD COUNTY,MATCH
-104.866782,40.329706,199,"Weld School District RE-5J Johnstown-Milliken, MES-Early Learning Center",100 Broad Street,Milliken,CO,80543,970.587.6250,Child Find,August 2014,-104.866782,40.329706,WELD COUNTY,CORRECTED
-104.904492,40.474539,200,Weld School District RE-4 Windsor,501 Oak St.,Windsor,CO,80550,970.686.8008,Child Find,August 2014,-104.904492,40.474539,WELD COUNTY,MATCH
-104.999529,39.922189,201,North Metro Community Services,1001 W. 124th Ave.,Westminster,CO,80234,303.252.7199,Community Centered Board (CCB) Offices,August 2014,-104.999529,39.922189,ADAMS COUNTY,MATCH
-105.867314,37.469422,202,Blue Peaks Developmental Services,703 Fourth St.,Alamosa,CO,81101,"719,589.5135",Community Centered Board (CCB) Offices,August 2014,-105.867314,37.469422,ALAMOSA COUNTY,MATCH
-105.092937,39.986386,203,Imagine!,"1400 Dixon Ave.,",Lafayette,CO,80026,303.665.7789,Community Centered Board (CCB) Offices,August 2014,-105.092937,39.986386,BOULDER COUNTY,MATCH
-104.87152,39.674586,204,Rocky Mountain Human Services,9900 E. Iliff Ave.,Denver,CO,80231,303.636.5600,Community Centered Board (CCB) Offices,August 2014,-104.87152,39.674586,DENVER COUNTY,MATCH
-104.858157,39.563768,205,Developmental Pathways,325 Inverness Dr. South,Englewood,CO,80112,303.360.6600,Community Centered Board (CCB) Offices,August 2014,-104.858157,39.563768,DOUGLAS COUNTY,MATCH
-104.82039,38.827448,206,The Resource Exchange,418 S. Weber,Colorado Springs,CO,80903,719.380.1100,Community Centered Board (CCB) Offices,August 2014,-104.82039,38.827448,EL PASO COUNTY,MATCH
-105.234561,38.436298,207,Starpoint,700 S. 8th St.,Canon City,CO,81215,719.275.1616,Community Centered Board (CCB) Offices,August 2014,-105.234561,38.436298,FREMONT COUNTY,MATCH
-107.318131,39.509546,208,Mountain Valley Developmental Services,700 Mt. Sopris Dr.,Glenwood Springs,CO,81602,970.945.2306,Community Centered Board (CCB) Offices,August 2014,-107.318131,39.509546,GARFIELD COUNTY,MATCH
-105.123116,39.729225,209,Developmental Disabilities Resource Center,11177 W. 8th Ave.,Lakewood,CO,80215,303.233.3363,Community Centered Board (CCB) Offices,August 2014,-105.123116,39.729225,JEFFERSON COUNTY,MATCH
-107.877148,37.241444,210,Community Connections,"281 Sawyer Dr., #200",Durango,CO,81303,970.259.2464,Community Centered Board (CCB) Offices,August 2014,-107.877148,37.241444,LA PLATA COUNTY,MATCH
-105.081813,40.502,211,Foothills Gateway,301 Skyway Dr.,Fort Collins,CO,80525,970.226.2345,Community Centered Board (CCB) Offices,August 2014,-105.081813,40.502,LARIMER COUNTY,MATCH
-104.494644,37.192251,212,Southern Colorado Developmental Services,1205 Congress Dr.,Trinidad,CO,81082,719.846.4409,Community Centered Board (CCB) Offices,August 2014,-104.494644,37.192251,LAS ANIMAS COUNTY,MATCH
-103.226746,40.619943,213,Eastern Colorado Services,617 S. 10th Ave.,Sterling,CO,80751,970.522.7121,Community Centered Board (CCB) Offices,August 2014,-103.226746,40.619943,LOGAN COUNTY,MATCH
-108.556787,39.070444,214,Strive,950 Grand Ave.,Grand Junction,CO,81502,970.243.3702,Community Centered Board (CCB) Offices,August 2014,-108.556787,39.070444,MESA COUNTY,MATCH
-107.868227,38.471576,215,Community Options,336 S. 10th St.,Montrose,CO,81402,970.249.1412,Community Centered Board (CCB) Offices,August 2014,-107.868227,38.471576,MONTROSE COUNTY,MATCH
-103.532683,37.982047,216,Inspiration Field,612 Adams Ave.,La Junta,CO,81050,719.384.8741,Community Centered Board (CCB) Offices,August 2014,-103.532683,37.982047,OTERO COUNTY,MATCH
-102.616915,38.078626,217,Southeastern Developmental Services,1111 S. fourth St.,Lamar,CO,81042,719.336.3244,Community Centered Board (CCB) Offices,August 2014,-102.616915,38.078626,PROWERS COUNTY,MATCH
-104.607405,38.268923,218,Colorado Bluesky Enterprises,115 W. 2nd St.,Pueblo,CO,81003,719.546.0572,Community Centered Board (CCB) Offices,August 2014,-104.607405,38.268923,PUEBLO COUNTY,MATCH
-106.829771,40.484457,219,Horizons Specialized Services,405 Oak,Steamboat Springs,CO,80477,970.879.4466,Community Centered Board (CCB) Offices,August 2014,-106.829771,40.484457,ROUTT COUNTY,MATCH
-104.695584,40.377225,220,Envision,1050 37th St.,Evans,CO,80620,970.339.5360,Community Centered Board (CCB) Offices,August 2014,-104.695584,40.377225,WELD COUNTY,MATCH
-103.631058,40.259502,221,Centennial Manor,612 Ray St.,Brush,CO,80723,970-847-2676,Congregate Meal Sites,March 2017,-103.631058,40.259502,MORGAN COUNTY,MATCH
-103.791992,40.247482,222,Fort Morgan Senior Center,110 Sherman St.,Fort Morgan,CO,80701,970-867-6532,Congregate Meal Sites,March 2017,-103.791992,40.247482,MORGAN COUNTY,MATCH
-103.78717,40.260365,223,Fort Morgan Housing Authority,1100 Linda St.,Fort Morgan,CO,80701,970-867-6532,Congregate Meal Sites,March 2017,-103.78717,40.260365,MORGAN COUNTY,MATCH
-102.628113,40.646004,224,Haxtun Community Center,125 E. Wilson,Haxtun,CO,80731,970-774-7853,Congregate Meal Sites,March 2017,-102.628113,40.646004,PHILLIPS COUNTY,MATCH
-102.305183,40.579662,225,Holyoke Senior Center,330 West Kellogg,Holyoke,CO,80734,970-867-9409 xt 231,Congregate Meal Sites,March 2017,-102.305183,40.579662,PHILLIPS COUNTY,MATCH
-102.38781,40.959721,226,Ovid Senior Center,213 Main St.,Ovid,CO,80744,970-463-5355,Congregate Meal Sites,March 2017,-102.38781,40.959721,SEDGWICK COUNTY,MATCH
-103.116867,40.961243,227,Peetz Plateau School,311 Coleman Ave,Peetz,CO,80747,970-334-2381,Congregate Meal Sites,March 2017,-103.116867,40.961243,LOGAN COUNTY,MATCH
-103.597488,40.329811,228,Snyder Senior Center,29269 4th St.,Snyder,CO,80750,970-842-2130,Congregate Meal Sites,March 2017,-103.597488,40.329811,MORGAN COUNTY,MATCH
-103.211929,40.633804,229,Logan County Heritage Center,821 North Division,Sterling,CO,80751,970-522-1237,Congregate Meal Sites,March 2017,-103.211929,40.633804,LOGAN COUNTY,MATCH
-104.075935,40.232609,230,Out West Senior Center,109 Main St.,Wiggins,CO,80654,970-483-6246,Congregate Meal Sites,March 2017,-104.075935,40.232609,MORGAN COUNTY,MATCH
-102.231148,40.075424,231,Wray Senior Center,741 W. 7th,Wray,CO,80758,970-332-5871,Congregate Meal Sites,March 2017,-102.231148,40.075424,YUMA COUNTY,MATCH
-102.718987,40.124199,232,Yuma Senior Center,421 E. 2nd,Yuma,CO,80759,970-848-3082,Congregate Meal Sites,March 2017,-102.718987,40.124199,YUMA COUNTY,MATCH
-104.823112,38.838173,233,Acacia Park Apartments,104 E. Platte Ave.,Colorado Springs,CO,80903,719-884-2332,Congregate Meal Sites,March 2017,-104.823112,38.838173,EL PASO COUNTY,MATCH
-104.814667,38.835094,234,Centennial Plaza,516 E. Kiowa Street,Colorado Springs,CO,80903,719-884-2332,Congregate Meal Sites,March 2017,-104.814667,38.835094,EL PASO COUNTY,MATCH
-104.760948,38.887779,235,Crestview Apartments,3880 Van Teylingen Drive,Colorado Springs,CO,80917,719-884-2332,Congregate Meal Sites,March 2017,-104.760948,38.887779,EL PASO COUNTY,MATCH
-104.802727,38.854408,236,Colorado Springs Sr. Center,1514 N. Hancock Avenue,Colorado Springs,CO,80903,719-884-2332,Congregate Meal Sites,March 2017,-104.802727,38.854408,EL PASO COUNTY,MATCH
-104.808311,38.8204,237,Hillside  Community Center,925 South Institue,Colorado Springs,CO,80903,719-884-2332,Congregate Meal Sites,March 2017,-104.808311,38.8204,EL PASO COUNTY,MATCH
-104.811195,38.803185,238,Meadow Park Community Ctr.,1943 S. El Paso,Colorado Springs,CO,80906,719-884-2332,Congregate Meal Sites,March 2017,-104.811195,38.803185,EL PASO COUNTY,MATCH
-104.790009,38.842735,239,Otis Park Community Center,731 North Iowa,Colorado Springs,CO,80909,719-884-2332,Congregate Meal Sites,March 2017,-104.790009,38.842735,EL PASO COUNTY,MATCH
-104.792244,38.824215,240,Pikes Peak Towers,1912 Eastlake Blvd.,Colorado Springs,CO,80910,719-884-2332,Congregate Meal Sites,March 2017,-104.792244,38.824215,EL PASO COUNTY,MATCH
-104.797516,38.820984,241,South View Plaza Apts.,1462  Fountain Blvd.,Colorado Springs,CO,80910,719-884-2332,Congregate Meal Sites,March 2017,-104.797516,38.820984,EL PASO COUNTY,MATCH
-104.783279,38.843445,242,Villa at Sunny Vista,2480 E. Dale St.,Colorado Springs,CO,80909,719-884-2332,Congregate Meal Sites,March 2017,-104.783279,38.843445,EL PASO COUNTY,MATCH
-104.797615,38.842922,243,Temple Shalom,1523 East Monument Street,Colorado Springs,CO,80909,719-884-2332,Congregate Meal Sites,March 2017,-104.797615,38.842922,EL PASO COUNTY,MATCH
-104.817741,38.808289,244,Villa San Jose,1810 South Corona,Colorado Springs,CO,80906,719-884-2332,Congregate Meal Sites,March 2017,-104.817741,38.808289,EL PASO COUNTY,MATCH
-104.818939,38.808609,245,Villa Santa Maria,405 St. Elmo,Colorado Springs,CO,80906,719-884-2332,Congregate Meal Sites,March 2017,-104.818939,38.808609,EL PASO COUNTY,MATCH
-104.847992,38.842651,246,West Center,1628 W. Bijou St.,Colorado Springs,CO,80904,719-884-2332,Congregate Meal Sites,March 2017,-104.847992,38.842651,EL PASO COUNTY,MATCH
-104.750496,38.809681,247,Silver Key at South Murray,1655 S Murray Blvd,Colorado Springs,CO,80916,719-884-2332,Congregate Meal Sites,March 2017,-104.750496,38.809681,EL PASO COUNTY,MATCH
-104.743233,38.748501,248,El Paso Fountain Valley Sr. Center,5745 Southmoor Drive,Fountain,CO,80817,719-884-2332,Congregate Meal Sites,March 2017,-104.743233,38.748501,EL PASO COUNTY,MATCH
-104.707817,38.691921,249,Grinde Manor,906 Grinde Drive,Fountain,CO,80817,719-884-2332,Congregate Meal Sites,March 2017,-104.707817,38.691921,EL PASO COUNTY,MATCH
-104.916496,38.858013,250,St. Andrews Church,103 Canoe Ave,Manitou Springs,CO,80829,719-884-2332,Congregate Meal Sites,March 2017,-104.916496,38.858013,EL PASO COUNTY,MATCH
-104.885811,39.103477,251,Mountain Community Mennonite Church,643 Hwy 105,Palmer Lake,CO,80133,719-884-2332,Congregate Meal Sites,March 2017,-104.885811,39.103477,EL PASO COUNTY,MATCH
-105.054527,38.995724,252,Woodland Park Senior Center,312 N. Center St.,Woodland Park,CO,80863,719-884-2332,Congregate Meal Sites,March 2017,-105.054527,38.995724,TELLER COUNTY,MATCH
-103.273422,39.286804,253,Arriba Senior Center,404 Lincoln Avenue,Arriba,CO,80804,719-768-3384,Congregate Meal Sites,March 2017,-103.273422,39.286804,LINCOLN COUNTY,MATCH
-102.285294,39.3041,254,McArthur Senior Center,350 Hollowell,Burlington,CO,80807,719-346-7986,Congregate Meal Sites,March 2017,-102.285294,39.3041,KIT CARSON COUNTY,MATCH
-102.346542,38.821022,255,Cheyenne Wells Senior Center,245 S 1 E,Cheyenne Wells,CO,80810,719-767-5445,Congregate Meal Sites,March 2017,-102.346542,38.821022,CHEYENNE COUNTY,MATCH
-104.53688,39.219257,256,Project Smile Nutrition Site,24223 Eccles,Elbert,CO,80106,303-648-9894,Congregate Meal Sites,March 2017,-104.53688,39.219257,ELBERT COUNTY,MATCH
-103.067482,39.291344,257,Creighton Senior Center,306 Main Street,Flagler,CO,80815,719-765-4516,Congregate Meal Sites,March 2017,-103.067482,39.291344,KIT CARSON COUNTY,MATCH
-103.472975,39.1354335,258,Project Smile Nutrition Site,214 2nd Avenue,Hugo,CO,80821,719-743-2272,Congregate Meal Sites,March 2017,-103.472975,39.1354335,LINCOLN COUNTY,MATCH
-104.464561,39.346512,259,Western Elbert County Senior Center,438 Comanche,Kiowa,CO,80117,303-621-2561,Congregate Meal Sites,March 2017,-104.464561,39.346512,ELBERT COUNTY,MATCH
-102.791817,38.762718,260,Kit Carson Senior Center,107 Main Street,Kit Carson,CO,80825,719-962-3468,Congregate Meal Sites,March 2017,-102.791817,38.762718,KIT CARSON COUNTY,MATCH
-103.687828,39.262062,261,Hub City Senior Center,220 E Avenue,Limon,CO,80828,719-775-2721,Congregate Meal Sites,March 2017,-103.687828,39.262062,LINCOLN COUNTY,MATCH
-102.869606,39.3013,262,Project Smile Nutrition Site,100 Colorado Ave,Seibert,CO,80834,970-664-2325,Congregate Meal Sites,March 2017,-102.869606,39.3013,KIT CARSON COUNTY,MATCH
-104.083771,39.141071,263,Simla Seniors,420 Pueblo,Simla,CO,80835,719-541-2525,Congregate Meal Sites,March 2017,-104.083771,39.141071,ELBERT COUNTY,MATCH
-102.604828,39.306446,264,Stratton Senior Center,132 Colorado Avenue,Stratton,CO,80836,719-349-0150,Congregate Meal Sites,March 2017,-102.604828,39.306446,KIT CARSON COUNTY,MATCH
-102.78183,38.479942,265,Eads Sage,1300 Maine Street,Eads,CO,81036,719-254-6018,Congregate Meal Sites,March 2017,-102.78183,38.479942,KIOWA COUNTY,MATCH
-104.022446,38.130482,266,Fowler Sage,208 6th Ave,Fowler,CO,81039,719-254-6018,Congregate Meal Sites,March 2017,-104.022446,38.130482,OTERO COUNTY,MATCH
